,barcodes,leiden_resolution_2_myeloid-dcs,AIFI_L1,AIFI_L2,AIFI_L3
10830,e88b6c083f6311eb9b035a7c26289213,11,DC,cDC2,HLA-DRhi cDC2
10831,e89005423f6311eb9b035a7c26289213,3,Monocyte,CD14 monocyte,Core CD14 monocyte
10832,e89122ba3f6311eb9b035a7c26289213,14,Monocyte,CD14 monocyte,Core CD14 monocyte
10833,e89171843f6311eb9b035a7c26289213,8,DC,cDC2,HLA-DRhi cDC2
10834,e895750e3f6311eb9b035a7c26289213,4,DC,pDC,pDC
10835,e89ad2ce3f6311eb9b035a7c26289213,4,DC,pDC,pDC
10836,986dca383f6b11ebb5126ae06f172630,4,DC,pDC,pDC
10837,986de09a3f6b11ebb5126ae06f172630,6,DC,cDC2,CD14+ cDC2
10838,9870be283f6b11ebb5126ae06f172630,0,DC,pDC,pDC
10839,9872cc043f6b11ebb5126ae06f172630,6,Monocyte,CD14 monocyte,Core CD14 monocyte
10840,9876ea143f6b11ebb5126ae06f172630,3,Monocyte,CD14 monocyte,Core CD14 monocyte
10841,98791dc03f6b11ebb5126ae06f172630,4,DC,pDC,pDC
10842,9879db163f6b11ebb5126ae06f172630,3,Monocyte,CD14 monocyte,Core CD14 monocyte
10843,988039523f6b11ebb5126ae06f172630,13,DC,cDC2,ISG+ cDC2
10844,988bd0e63f6b11ebb5126ae06f172630,14,DC,cDC2,CD14+ cDC2
10845,989942bc3f6b11ebb5126ae06f172630,17,DC,cDC1,cDC1
10846,0af798763f6311eba333224e181cba5f,4,DC,pDC,pDC
10847,0afd08383f6311eba333224e181cba5f,14,DC,cDC2,CD14+ cDC2
10848,0afe0ae43f6311eba333224e181cba5f,14,DC,cDC2,CD14+ cDC2
10849,0b06ded03f6311eba333224e181cba5f,18,Doublet,Doublet,Doublet
10850,0b07361e3f6311eba333224e181cba5f,2,DC,cDC2,HLA-DRhi cDC2
10851,0b0808be3f6311eba333224e181cba5f,18,Doublet,Doublet,Doublet
10852,0b0e53903f6311eba333224e181cba5f,17,DC,cDC1,cDC1
10853,0b1130603f6311eba333224e181cba5f,0,DC,pDC,pDC
10854,0b16b54e3f6311eba333224e181cba5f,2,DC,cDC2,HLA-DRhi cDC2
10855,0b2b4b8a3f6311eba333224e181cba5f,0,DC,pDC,pDC
10856,0b2cbae23f6311eba333224e181cba5f,2,DC,cDC2,HLA-DRhi cDC2
10857,0b3124c43f6311eba333224e181cba5f,4,DC,pDC,pDC
10858,0b319da03f6311eba333224e181cba5f,14,DC,cDC2,CD14+ cDC2
10859,0b327ec83f6311eba333224e181cba5f,7,Monocyte,CD14 monocyte,Core CD14 monocyte
10860,0b32d8a03f6311eba333224e181cba5f,2,DC,cDC2,HLA-DRhi cDC2
10861,0b34c4623f6311eba333224e181cba5f,8,DC,cDC2,HLA-DRhi cDC2
10862,0b35bd683f6311eba333224e181cba5f,6,Monocyte,CD14 monocyte,Core CD14 monocyte
10863,013044523f6b11ebbf0d76c805520688,14,DC,cDC2,CD14+ cDC2
10864,013065903f6b11ebbf0d76c805520688,10,DC,cDC2,CD14+ cDC2
10865,0131d7903f6b11ebbf0d76c805520688,6,Monocyte,CD14 monocyte,Core CD14 monocyte
10866,0132455e3f6b11ebbf0d76c805520688,14,DC,cDC2,CD14+ cDC2
10867,01324d103f6b11ebbf0d76c805520688,2,DC,cDC2,HLA-DRhi cDC2
10868,0132a8a03f6b11ebbf0d76c805520688,2,DC,cDC2,HLA-DRhi cDC2
10869,013325283f6b11ebbf0d76c805520688,7,Monocyte,CD14 monocyte,Core CD14 monocyte
10870,0135bae03f6b11ebbf0d76c805520688,7,Monocyte,CD14 monocyte,Core CD14 monocyte
10871,0136aae03f6b11ebbf0d76c805520688,1,DC,pDC,pDC
10872,0136e5143f6b11ebbf0d76c805520688,3,Monocyte,CD14 monocyte,Core CD14 monocyte
10873,01382b183f6b11ebbf0d76c805520688,2,DC,cDC2,HLA-DRhi cDC2
10874,013833a63f6b11ebbf0d76c805520688,2,DC,cDC2,HLA-DRhi cDC2
10875,0138b83a3f6b11ebbf0d76c805520688,12,Monocyte,CD14 monocyte,Core CD14 monocyte
10876,013c07ec3f6b11ebbf0d76c805520688,4,DC,pDC,pDC
10877,013d48003f6b11ebbf0d76c805520688,8,DC,cDC2,HLA-DRhi cDC2
10878,014426c03f6b11ebbf0d76c805520688,8,DC,cDC2,HLA-DRhi cDC2
10879,0148c4b43f6b11ebbf0d76c805520688,23,Doublet,Doublet,Doublet
10880,014a01623f6b11ebbf0d76c805520688,2,DC,cDC2,HLA-DRhi cDC2
10881,014b41ee3f6b11ebbf0d76c805520688,18,Doublet,Doublet,Doublet
10882,014fb3fa3f6b11ebbf0d76c805520688,2,DC,cDC2,HLA-DRhi cDC2
10883,015114523f6b11ebbf0d76c805520688,1,DC,pDC,pDC
10884,0154840c3f6b11ebbf0d76c805520688,0,DC,pDC,pDC
10885,015f53003f6b11ebbf0d76c805520688,2,DC,cDC2,HLA-DRhi cDC2
10886,016335c43f6b11ebbf0d76c805520688,4,DC,pDC,pDC
10887,5f18183c3f6711ebae30a612f322b459,13,DC,cDC2,ISG+ cDC2
10888,5f18e5783f6711ebae30a612f322b459,2,DC,cDC2,HLA-DRhi cDC2
10889,5f2ae2283f6711ebae30a612f322b459,6,Monocyte,CD14 monocyte,Core CD14 monocyte
10890,5f2b17b63f6711ebae30a612f322b459,14,DC,cDC2,CD14+ cDC2
10891,5f2e08e03f6711ebae30a612f322b459,5,Monocyte,CD14 monocyte,Core CD14 monocyte
10892,5f2ef5b63f6711ebae30a612f322b459,6,DC,cDC2,CD14+ cDC2
10893,5f3318bc3f6711ebae30a612f322b459,2,DC,cDC2,HLA-DRhi cDC2
10894,5f33da183f6711ebae30a612f322b459,9,DC,cDC2,HLA-DRhi cDC2
10895,5f3528be3f6711ebae30a612f322b459,2,DC,cDC2,HLA-DRhi cDC2
10896,5f3b09783f6711ebae30a612f322b459,2,DC,cDC2,HLA-DRhi cDC2
10897,5f4133a23f6711ebae30a612f322b459,5,Monocyte,CD14 monocyte,Core CD14 monocyte
10898,5f41d5823f6711ebae30a612f322b459,6,DC,cDC2,CD14+ cDC2
10899,5f44e3583f6711ebae30a612f322b459,0,DC,pDC,pDC
10900,5f4596ea3f6711ebae30a612f322b459,2,DC,cDC2,HLA-DRhi cDC2
10901,4e3d9a163f6f11eb958d9a3b616bee06,0,DC,pDC,pDC
10902,4e3eb1263f6f11eb958d9a3b616bee06,13,DC,cDC2,HLA-DRhi cDC2
10903,4e3f99f63f6f11eb958d9a3b616bee06,8,DC,cDC2,HLA-DRhi cDC2
10904,4e45f7ec3f6f11eb958d9a3b616bee06,14,DC,cDC2,CD14+ cDC2
10905,4e4b3c023f6f11eb958d9a3b616bee06,5,Monocyte,CD14 monocyte,Core CD14 monocyte
10906,4e500e8a3f6f11eb958d9a3b616bee06,0,DC,pDC,pDC
10907,4e59eaea3f6f11eb958d9a3b616bee06,4,DC,pDC,pDC
10908,4e5e25f63f6f11eb958d9a3b616bee06,10,DC,cDC2,CD14+ cDC2
10909,4e63f8283f6f11eb958d9a3b616bee06,3,Monocyte,CD14 monocyte,Core CD14 monocyte
10910,4e65f11e3f6f11eb958d9a3b616bee06,2,DC,cDC2,HLA-DRhi cDC2
10911,4e672c823f6f11eb958d9a3b616bee06,2,DC,cDC2,HLA-DRhi cDC2
10912,4e6cfad63f6f11eb958d9a3b616bee06,21,DC,pDC,pDC
10913,4e6e1bc83f6f11eb958d9a3b616bee06,0,DC,pDC,pDC
10914,4e71d1be3f6f11eb958d9a3b616bee06,6,Monocyte,CD14 monocyte,Core CD14 monocyte
10915,57f5c0943f6811eba60c12602f64f593,4,DC,pDC,pDC
10916,57f7cb3c3f6811eba60c12602f64f593,0,DC,pDC,pDC
10917,57fc4d4c3f6811eba60c12602f64f593,0,DC,pDC,pDC
10918,57fd8a683f6811eba60c12602f64f593,18,Doublet,Doublet,Doublet
10919,5802fb603f6811eba60c12602f64f593,10,DC,cDC2,CD14+ cDC2
10920,580307b83f6811eba60c12602f64f593,10,DC,cDC2,CD14+ cDC2
10921,580400f03f6811eba60c12602f64f593,2,DC,cDC2,HLA-DRhi cDC2
10922,58081d843f6811eba60c12602f64f593,5,Monocyte,CD14 monocyte,Core CD14 monocyte
10923,580a7b2e3f6811eba60c12602f64f593,8,DC,cDC2,HLA-DRhi cDC2
10924,580fb9ea3f6811eba60c12602f64f593,4,DC,pDC,pDC
10925,58123efe3f6811eba60c12602f64f593,10,DC,cDC2,CD14+ cDC2
10926,58139b323f6811eba60c12602f64f593,1,DC,pDC,pDC
10927,5815fb703f6811eba60c12602f64f593,15,DC,cDC2,CD14+ cDC2
10928,5818506e3f6811eba60c12602f64f593,0,DC,pDC,pDC
10929,58185b403f6811eba60c12602f64f593,6,Monocyte,CD14 monocyte,Core CD14 monocyte
10930,5818ddd63f6811eba60c12602f64f593,14,DC,cDC2,CD14+ cDC2
10931,581c1e063f6811eba60c12602f64f593,4,DC,pDC,pDC
10932,581dbad63f6811eba60c12602f64f593,5,Monocyte,CD14 monocyte,Core CD14 monocyte
10933,581fda323f6811eba60c12602f64f593,2,DC,cDC2,HLA-DRhi cDC2
10934,582b45ca3f6811eba60c12602f64f593,10,DC,cDC2,CD14+ cDC2
10935,583058763f6811eba60c12602f64f593,1,DC,pDC,pDC
10936,58327a483f6811eba60c12602f64f593,4,DC,pDC,pDC
10937,583293163f6811eba60c12602f64f593,8,DC,cDC2,HLA-DRhi cDC2
10938,58334c0c3f6811eba60c12602f64f593,5,Monocyte,CD14 monocyte,Core CD14 monocyte
10939,58339b123f6811eba60c12602f64f593,16,DC,cDC2,CD14+ cDC2
10940,f96b9c963e9611ebb2609e1bd6640354,17,DC,cDC1,cDC1
10941,f96bc1d03e9611ebb2609e1bd6640354,6,Monocyte,CD14 monocyte,Core CD14 monocyte
10942,f96ccd5a3e9611ebb2609e1bd6640354,2,DC,cDC2,HLA-DRhi cDC2
10943,f96d85b03e9611ebb2609e1bd6640354,4,DC,pDC,pDC
10944,f973ea363e9611ebb2609e1bd6640354,21,DC,pDC,pDC
10945,f978c68c3e9611ebb2609e1bd6640354,6,Monocyte,CD14 monocyte,Core CD14 monocyte
10946,f979ff3e3e9611ebb2609e1bd6640354,5,Monocyte,CD14 monocyte,Core CD14 monocyte
10947,f97cbb663e9611ebb2609e1bd6640354,8,DC,cDC2,HLA-DRhi cDC2
10948,f97e0f203e9611ebb2609e1bd6640354,5,Monocyte,CD14 monocyte,Core CD14 monocyte
10949,f97f05b03e9611ebb2609e1bd6640354,14,DC,cDC2,CD14+ cDC2
10950,f98057c63e9611ebb2609e1bd6640354,6,Monocyte,CD14 monocyte,Core CD14 monocyte
10951,f985884a3e9611ebb2609e1bd6640354,22,Doublet,Doublet,Doublet
10952,f985f5b43e9611ebb2609e1bd6640354,0,DC,pDC,pDC
10953,f988da183e9611ebb2609e1bd6640354,6,Monocyte,CD14 monocyte,Core CD14 monocyte
10954,f991ae223e9611ebb2609e1bd6640354,4,DC,pDC,pDC
10955,f995db1e3e9611ebb2609e1bd6640354,22,DC,pDC,pDC
10956,f9969bb23e9611ebb2609e1bd6640354,2,DC,cDC2,HLA-DRhi cDC2
10957,f9976e023e9611ebb2609e1bd6640354,4,DC,pDC,pDC
10958,f99d75cc3e9611ebb2609e1bd6640354,4,DC,pDC,pDC
10959,fca0f4423e8c11eb882a3a23c421ba3f,14,DC,cDC2,HLA-DRhi cDC2
10960,fca39c2e3e8c11eb882a3a23c421ba3f,14,DC,cDC2,CD14+ cDC2
10961,fca49f023e8c11eb882a3a23c421ba3f,8,DC,cDC2,HLA-DRhi cDC2
10962,fcb313c03e8c11eb882a3a23c421ba3f,16,DC,cDC2,CD14+ cDC2
10963,fcb63d5c3e8c11eb882a3a23c421ba3f,2,DC,cDC2,HLA-DRhi cDC2
10964,fcc51f703e8c11eb882a3a23c421ba3f,2,DC,cDC2,HLA-DRhi cDC2
10965,fcc545ea3e8c11eb882a3a23c421ba3f,0,DC,pDC,pDC
10966,fcc660243e8c11eb882a3a23c421ba3f,6,Monocyte,CD14 monocyte,Core CD14 monocyte
10967,fcc99bf43e8c11eb882a3a23c421ba3f,0,DC,pDC,pDC
10968,fccc21623e8c11eb882a3a23c421ba3f,2,DC,cDC2,HLA-DRhi cDC2
10969,fccc68703e8c11eb882a3a23c421ba3f,23,Doublet,Doublet,Doublet
10970,fccde6323e8c11eb882a3a23c421ba3f,6,DC,cDC2,CD14+ cDC2
10971,a62f8f143e8311ebb8866e6678408b78,5,Monocyte,CD14 monocyte,Core CD14 monocyte
10972,a630e9ea3e8311ebb8866e6678408b78,12,Monocyte,CD14 monocyte,Core CD14 monocyte
10973,a6315cfe3e8311ebb8866e6678408b78,4,DC,pDC,pDC
10974,a631a7223e8311ebb8866e6678408b78,16,DC,cDC2,CD14+ cDC2
10975,a634a21a3e8311ebb8866e6678408b78,14,DC,cDC2,CD14+ cDC2
10976,a63634f43e8311ebb8866e6678408b78,4,DC,pDC,pDC
10977,a63931e03e8311ebb8866e6678408b78,4,DC,pDC,pDC
10978,a641fab43e8311ebb8866e6678408b78,2,DC,cDC2,HLA-DRhi cDC2
10979,a6492c8a3e8311ebb8866e6678408b78,5,Monocyte,CD14 monocyte,Core CD14 monocyte
10980,a64948783e8311ebb8866e6678408b78,24,Doublet,Doublet,Doublet
10981,a65a66e43e8311ebb8866e6678408b78,17,DC,cDC1,cDC1
10982,a65d46ca3e8311ebb8866e6678408b78,4,DC,pDC,pDC
10983,a65e07903e8311ebb8866e6678408b78,15,Monocyte,CD14 monocyte,Core CD14 monocyte
10984,a660cb4c3e8311ebb8866e6678408b78,2,DC,cDC2,HLA-DRhi cDC2
10985,a66625d83e8311ebb8866e6678408b78,6,Monocyte,CD14 monocyte,Core CD14 monocyte
10986,a66e17663e8311ebb8866e6678408b78,4,DC,pDC,pDC
10987,4a49cca48d0811eba554d6cabaf48ff9,4,DC,pDC,pDC
10988,4a4a589a8d0811eba554d6cabaf48ff9,4,DC,pDC,pDC
10989,4a4da4008d0811eba554d6cabaf48ff9,8,DC,cDC2,HLA-DRhi cDC2
10990,4a4dc20a8d0811eba554d6cabaf48ff9,0,DC,pDC,pDC
10991,4a4e12968d0811eba554d6cabaf48ff9,15,DC,cDC2,CD14+ cDC2
10992,4a516d6a8d0811eba554d6cabaf48ff9,0,DC,pDC,pDC
10993,4a52d3948d0811eba554d6cabaf48ff9,20,Doublet,Doublet,Doublet
10994,4a55b0c88d0811eba554d6cabaf48ff9,6,Monocyte,CD14 monocyte,Core CD14 monocyte
10995,4a567c748d0811eba554d6cabaf48ff9,4,DC,pDC,pDC
10996,4a5adb2a8d0811eba554d6cabaf48ff9,5,Monocyte,CD14 monocyte,Core CD14 monocyte
10997,4a5c42088d0811eba554d6cabaf48ff9,17,DC,cDC1,cDC1
10998,4a5f12268d0811eba554d6cabaf48ff9,2,DC,cDC2,HLA-DRhi cDC2
10999,4a6162748d0811eba554d6cabaf48ff9,13,DC,cDC2,ISG+ cDC2
11000,4a6249508d0811eba554d6cabaf48ff9,5,Monocyte,CD14 monocyte,Core CD14 monocyte
11001,4a699f5c8d0811eba554d6cabaf48ff9,4,DC,pDC,pDC
11002,4a6bada68d0811eba554d6cabaf48ff9,0,DC,pDC,pDC
11003,4a6c1dae8d0811eba554d6cabaf48ff9,14,DC,cDC2,CD14+ cDC2
11004,4a6c35e68d0811eba554d6cabaf48ff9,4,DC,pDC,pDC
11005,4a6c96448d0811eba554d6cabaf48ff9,6,Monocyte,CD14 monocyte,Core CD14 monocyte
11006,4a6d07b48d0811eba554d6cabaf48ff9,0,DC,pDC,pDC
11007,4a6faed88d0811eba554d6cabaf48ff9,3,Monocyte,CD14 monocyte,Core CD14 monocyte
11008,4a783a128d0811eba554d6cabaf48ff9,9,DC,cDC2,HLA-DRhi cDC2
11009,4a79e8bc8d0811eba554d6cabaf48ff9,2,DC,cDC2,CD14+ cDC2
11010,4a7a0e828d0811eba554d6cabaf48ff9,0,DC,pDC,pDC
11011,4a7a16fc8d0811eba554d6cabaf48ff9,4,DC,pDC,pDC
11012,4a7c8ae08d0811eba554d6cabaf48ff9,1,DC,pDC,pDC
11013,4a7e7b8e8d0811eba554d6cabaf48ff9,7,Monocyte,CD14 monocyte,Core CD14 monocyte
11014,4a80464e8d0811eba554d6cabaf48ff9,15,DC,cDC2,CD14+ cDC2
11015,4a814cba8d0811eba554d6cabaf48ff9,8,DC,cDC2,HLA-DRhi cDC2
11016,4a82bd2a8d0811eba554d6cabaf48ff9,13,DC,cDC2,ISG+ cDC2
11017,4a83869c8d0811eba554d6cabaf48ff9,6,Monocyte,CD14 monocyte,Core CD14 monocyte
11018,4a8550948d0811eba554d6cabaf48ff9,0,DC,pDC,pDC
11019,4a8579488d0811eba554d6cabaf48ff9,10,DC,cDC2,CD14+ cDC2
11020,4a87b14a8d0811eba554d6cabaf48ff9,1,DC,pDC,pDC
11021,4a88aed88d0811eba554d6cabaf48ff9,4,DC,pDC,pDC
11022,4a88f2088d0811eba554d6cabaf48ff9,6,Monocyte,CD14 monocyte,Core CD14 monocyte
11023,4a8c51c88d0811eba554d6cabaf48ff9,19,DC,cDC2,CD14+ cDC2
11024,898044da8ce911eb8a4342a2565eadeb,7,Monocyte,CD14 monocyte,Core CD14 monocyte
11025,8980d8e68ce911eb8a4342a2565eadeb,5,Monocyte,CD14 monocyte,Core CD14 monocyte
11026,f3db5c608cfe11eb877bf62f64715fb6,4,DC,pDC,pDC
11027,f3dc35cc8cfe11eb877bf62f64715fb6,5,Monocyte,CD14 monocyte,Core CD14 monocyte
11028,f3dc9bc08cfe11eb877bf62f64715fb6,2,DC,cDC2,HLA-DRhi cDC2
11029,f3de8ed08cfe11eb877bf62f64715fb6,2,DC,cDC2,HLA-DRhi cDC2
11030,f3e03fe68cfe11eb877bf62f64715fb6,3,Monocyte,CD14 monocyte,Core CD14 monocyte
11031,f3e2312a8cfe11eb877bf62f64715fb6,15,DC,cDC2,CD14+ cDC2
11032,f3e305fa8cfe11eb877bf62f64715fb6,15,DC,cDC2,CD14+ cDC2
11033,f3e45cd48cfe11eb877bf62f64715fb6,15,DC,cDC2,CD14+ cDC2
11034,f3e5da8c8cfe11eb877bf62f64715fb6,14,DC,cDC2,CD14+ cDC2
11035,f3e86f228cfe11eb877bf62f64715fb6,13,DC,cDC2,ISG+ cDC2
11036,f3e9824a8cfe11eb877bf62f64715fb6,6,DC,cDC2,CD14+ cDC2
11037,f3ea06528cfe11eb877bf62f64715fb6,6,Monocyte,CD14 monocyte,Core CD14 monocyte
11038,f3edb3608cfe11eb877bf62f64715fb6,4,DC,pDC,pDC
11039,f3f3fb4e8cfe11eb877bf62f64715fb6,4,DC,pDC,pDC
11040,f3fbfd588cfe11eb877bf62f64715fb6,4,DC,pDC,pDC
11041,f3fd40dc8cfe11eb877bf62f64715fb6,5,Monocyte,CD14 monocyte,Core CD14 monocyte
11042,f3ffda408cfe11eb877bf62f64715fb6,2,DC,cDC2,CD14+ cDC2
11043,f403f4688cfe11eb877bf62f64715fb6,7,Monocyte,CD14 monocyte,Core CD14 monocyte
11044,f409aa488cfe11eb877bf62f64715fb6,2,DC,cDC2,HLA-DRhi cDC2
11045,f410ba2c8cfe11eb877bf62f64715fb6,0,DC,pDC,pDC
11046,f41c1e3a8cfe11eb877bf62f64715fb6,7,Monocyte,CD14 monocyte,Core CD14 monocyte
11047,f41ca01c8cfe11eb877bf62f64715fb6,1,DC,pDC,pDC
11048,f422eaa88cfe11eb877bf62f64715fb6,0,DC,pDC,pDC
11049,f4241eaa8cfe11eb877bf62f64715fb6,18,Doublet,Doublet,Doublet
11050,f428ec788cfe11eb877bf62f64715fb6,17,DC,cDC1,cDC1
11051,f42acba68cfe11eb877bf62f64715fb6,4,DC,pDC,pDC
11052,f430af1c8cfe11eb877bf62f64715fb6,17,DC,cDC1,cDC1
11053,f43631da8cfe11eb877bf62f64715fb6,15,DC,cDC2,CD14+ cDC2
11054,f43a7f608cfe11eb877bf62f64715fb6,8,DC,cDC2,HLA-DRhi cDC2
11055,f43e68968cfe11eb877bf62f64715fb6,10,DC,cDC2,CD14+ cDC2
11056,f442f0968cfe11eb877bf62f64715fb6,0,DC,pDC,pDC
11057,f44487a88cfe11eb877bf62f64715fb6,5,Monocyte,CD14 monocyte,Core CD14 monocyte
11058,5733e0908cee11ebb2129e901b21dc73,17,DC,cDC1,cDC1
11059,573479ba8cee11ebb2129e901b21dc73,8,DC,cDC2,HLA-DRhi cDC2
11060,5734fe808cee11ebb2129e901b21dc73,9,DC,cDC2,HLA-DRhi cDC2
11061,5735905c8cee11ebb2129e901b21dc73,11,DC,cDC2,HLA-DRhi cDC2
11062,5735c8d88cee11ebb2129e901b21dc73,0,DC,pDC,pDC
11063,573659888cee11ebb2129e901b21dc73,0,DC,pDC,pDC
11064,573757de8cee11ebb2129e901b21dc73,5,Monocyte,CD14 monocyte,Core CD14 monocyte
11065,573e41208cee11ebb2129e901b21dc73,5,Monocyte,CD14 monocyte,Core CD14 monocyte
11066,574137368cee11ebb2129e901b21dc73,4,DC,pDC,pDC
11067,57440f108cee11ebb2129e901b21dc73,16,DC,cDC2,CD14+ cDC2
11068,574917268cee11ebb2129e901b21dc73,8,DC,cDC2,HLA-DRhi cDC2
11069,574979f08cee11ebb2129e901b21dc73,2,DC,cDC2,HLA-DRhi cDC2
11070,574b1e728cee11ebb2129e901b21dc73,2,DC,cDC2,HLA-DRhi cDC2
11071,574e63fc8cee11ebb2129e901b21dc73,11,DC,cDC2,HLA-DRhi cDC2
11072,574eabfa8cee11ebb2129e901b21dc73,2,DC,cDC2,ISG+ cDC2
11073,574ef4708cee11ebb2129e901b21dc73,24,Doublet,Doublet,Doublet
11074,57504b7c8cee11ebb2129e901b21dc73,0,DC,pDC,pDC
11075,57504e7e8cee11ebb2129e901b21dc73,18,Doublet,Doublet,Doublet
11076,575158148cee11ebb2129e901b21dc73,14,DC,cDC2,CD14+ cDC2
11077,5751c2228cee11ebb2129e901b21dc73,9,DC,cDC2,HLA-DRhi cDC2
11078,5753089e8cee11ebb2129e901b21dc73,4,DC,pDC,pDC
11079,5758054c8cee11ebb2129e901b21dc73,4,DC,pDC,pDC
11080,575984628cee11ebb2129e901b21dc73,11,DC,cDC2,HLA-DRhi cDC2
11081,575e4bfa8cee11ebb2129e901b21dc73,6,Monocyte,CD14 monocyte,Core CD14 monocyte
11082,575ee2548cee11ebb2129e901b21dc73,4,DC,pDC,pDC
11083,575f6ca68cee11ebb2129e901b21dc73,0,DC,pDC,pDC
11084,5760e2708cee11ebb2129e901b21dc73,20,Doublet,Doublet,Doublet
11085,576473a48cee11ebb2129e901b21dc73,17,DC,cDC1,cDC1
11086,576475848cee11ebb2129e901b21dc73,6,Monocyte,CD14 monocyte,Core CD14 monocyte
11087,57647c6e8cee11ebb2129e901b21dc73,10,DC,cDC2,CD14+ cDC2
11088,57654f9a8cee11ebb2129e901b21dc73,10,DC,cDC2,CD14+ cDC2
11089,576753b28cee11ebb2129e901b21dc73,10,DC,cDC2,CD14+ cDC2
11090,576765aa8cee11ebb2129e901b21dc73,18,Doublet,Doublet,Doublet
11091,576937ae8cee11ebb2129e901b21dc73,8,DC,cDC2,HLA-DRhi cDC2
11092,5769e9068cee11ebb2129e901b21dc73,3,Monocyte,CD14 monocyte,Core CD14 monocyte
11093,5769ea8c8cee11ebb2129e901b21dc73,11,DC,cDC2,HLA-DRhi cDC2
11094,576a7e348cee11ebb2129e901b21dc73,15,DC,cDC2,CD14+ cDC2
11095,576f317c8cee11ebb2129e901b21dc73,8,DC,cDC2,HLA-DRhi cDC2
11096,576f3d168cee11ebb2129e901b21dc73,6,Monocyte,CD14 monocyte,Core CD14 monocyte
11097,577020aa8cee11ebb2129e901b21dc73,5,Monocyte,CD14 monocyte,Core CD14 monocyte
11098,57791f028cee11ebb2129e901b21dc73,4,DC,pDC,pDC
11099,0d5b7bae8d0211eb9a4f269f40e0a6a0,9,DC,cDC2,CD14+ cDC2
11100,0d5bfb9c8d0211eb9a4f269f40e0a6a0,8,DC,cDC2,HLA-DRhi cDC2
11101,0d5dcd148d0211eb9a4f269f40e0a6a0,0,DC,pDC,pDC
11102,0d60c8b68d0211eb9a4f269f40e0a6a0,20,Doublet,Doublet,Doublet
11103,0d60d9968d0211eb9a4f269f40e0a6a0,2,DC,cDC2,HLA-DRhi cDC2
11104,0d623e3a8d0211eb9a4f269f40e0a6a0,11,DC,cDC2,HLA-DRhi cDC2
11105,0d65e1ac8d0211eb9a4f269f40e0a6a0,0,DC,pDC,pDC
11106,0d65f2648d0211eb9a4f269f40e0a6a0,1,DC,pDC,pDC
11107,0d67df168d0211eb9a4f269f40e0a6a0,24,Doublet,Doublet,Doublet
11108,0d6822968d0211eb9a4f269f40e0a6a0,13,DC,cDC2,ISG+ cDC2
11109,0d698f828d0211eb9a4f269f40e0a6a0,10,DC,cDC2,CD14+ cDC2
11110,0d6c86a68d0211eb9a4f269f40e0a6a0,0,DC,pDC,pDC
11111,0d6d17b08d0211eb9a4f269f40e0a6a0,6,Monocyte,CD14 monocyte,Core CD14 monocyte
11112,0d6d81be8d0211eb9a4f269f40e0a6a0,15,DC,cDC2,CD14+ cDC2
11113,0d6daa7c8d0211eb9a4f269f40e0a6a0,5,Monocyte,CD14 monocyte,Core CD14 monocyte
11114,0d71a8668d0211eb9a4f269f40e0a6a0,3,Monocyte,CD14 monocyte,Core CD14 monocyte
11115,0d72cfde8d0211eb9a4f269f40e0a6a0,19,DC,cDC2,CD14+ cDC2
11116,0d73d2628d0211eb9a4f269f40e0a6a0,2,DC,cDC2,HLA-DRhi cDC2
11117,0d7458cc8d0211eb9a4f269f40e0a6a0,8,DC,cDC2,HLA-DRhi cDC2
11118,0d7622108d0211eb9a4f269f40e0a6a0,20,Doublet,Doublet,Doublet
11119,0d77ea508d0211eb9a4f269f40e0a6a0,0,DC,pDC,pDC
11120,0d7809548d0211eb9a4f269f40e0a6a0,1,DC,pDC,pDC
11121,0d79fdc28d0211eb9a4f269f40e0a6a0,5,Monocyte,CD14 monocyte,Core CD14 monocyte
11122,0d7a73ba8d0211eb9a4f269f40e0a6a0,13,DC,cDC2,ISG+ cDC2
11123,0d7beb148d0211eb9a4f269f40e0a6a0,13,DC,cDC2,HLA-DRhi cDC2
11124,0d7dddb68d0211eb9a4f269f40e0a6a0,1,DC,pDC,pDC
11125,0d7e370c8d0211eb9a4f269f40e0a6a0,8,DC,cDC2,HLA-DRhi cDC2
11126,0d7effc08d0211eb9a4f269f40e0a6a0,12,Monocyte,CD14 monocyte,Core CD14 monocyte
11127,0d7fce6e8d0211eb9a4f269f40e0a6a0,1,DC,pDC,pDC
11128,0d801e1e8d0211eb9a4f269f40e0a6a0,1,DC,pDC,pDC
11129,0d8251988d0211eb9a4f269f40e0a6a0,5,Monocyte,CD14 monocyte,Core CD14 monocyte
11130,0d8253a08d0211eb9a4f269f40e0a6a0,15,DC,cDC2,CD14+ cDC2
11131,0d838d608d0211eb9a4f269f40e0a6a0,1,DC,pDC,pDC
11132,0d862c8c8d0211eb9a4f269f40e0a6a0,8,DC,cDC2,HLA-DRhi cDC2
11133,0d86928a8d0211eb9a4f269f40e0a6a0,0,DC,pDC,pDC
11134,0d89d2108d0211eb9a4f269f40e0a6a0,19,DC,cDC2,CD14+ cDC2
11135,0d8b881c8d0211eb9a4f269f40e0a6a0,15,DC,cDC2,CD14+ cDC2
11136,0d95ae148d0211eb9a4f269f40e0a6a0,1,DC,pDC,pDC
11137,0d95e8988d0211eb9a4f269f40e0a6a0,4,DC,pDC,pDC
11138,0d963af08d0211eb9a4f269f40e0a6a0,17,DC,cDC1,cDC1
